country,iso3,label,baseline_local,local_price,variation_local,local_currency,local_range,Date
Suriname,SUR,Apples (1kg),28.45,3.62,-87.28,$,1.06-2.27,2023-03-19
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-06-05
Suriname,SUR,Apples (1kg),28.45,38.85,36.56,SRD,7.72-60.01,2020-10-04
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-11-12
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-12-17
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2021-10-24
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-08-29
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-01-24
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-09-05
Suriname,SUR,Apples (1kg),28.45,,,NULL,NULL,2021-09-05
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-05-09
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2024-02-04
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2022-02-13
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-11-26
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-05-22
Suriname,SUR,Apples (1kg),28.45,4.17,-85.34,$,1.06-2.27,2023-05-14
Suriname,SUR,Apples (1kg),28.45,4.67,-83.59,$,1.59-2.27,2023-06-18
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2024-01-14
Suriname,SUR,Apples (1kg),28.45,5.27,-81.48,$,1.04-8.05,2022-04-03
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5.00,2022-12-25
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-04-18
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5,2022-10-30
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5.00,2023-01-01
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-05-23
Suriname,SUR,Apples (1kg),28.45,4.67,-83.59,$,1.59-2.27,2023-07-09
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2024-01-07
Suriname,SUR,Apples (1kg),28.45,3.36,-88.2,$,2.34-5,2022-09-11
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5,2022-11-13
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-50,2020-05-31
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-50.00,2020-05-10
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-60.01,2020-08-09
Suriname,SUR,Apples (1kg),28.45,4.65,-83.66,$,1.04-8.05,2020-10-25
Suriname,SUR,Apples (1kg),28.45,4.39,-84.57,$,1.06-2.27,2023-06-04
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-06-13
Suriname,SUR,Apples (1kg),28.45,5.27,-81.48,$,1.04-8.05,2022-04-24
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-08-27
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-01-03
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-08-21
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-06-12
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-50,2020-06-21
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-12-03
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2020-11-29
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-10-29
Suriname,SUR,Apples (1kg),28.45,5.12,-82.0,$,1.04-8.05,2021-09-26
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2024-02-25
Suriname,SUR,Apples (1kg),28.45,3.62,-87.28,$,1.06-2.27,2023-04-23
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-06-19
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,1.06-2.27,2023-01-29
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-08-01
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2021-10-10
Suriname,SUR,Apples (1kg),28.45,4.39,-84.57,$,1.06-2.27,2023-06-11
Suriname,SUR,Apples (1kg),28.45,4.67,-83.59,$,1.59-2.27,2023-07-02
Suriname,SUR,Apples (1kg),28.45,3.62,-87.28,$,1.06-2.27,2023-03-12
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-50,2020-04-19
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5.00,2023-01-22
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-50,2020-04-12
Suriname,SUR,Apples (1kg),28.45,4.67,-83.59,$,1.59-2.27,2023-07-23
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2020-11-15
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2022-01-16
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-60.01,2020-08-02
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2021-10-03
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2024-01-28
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2021-10-17
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2024-01-21
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-06-06
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-03-21
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2021-10-31
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-50,2020-05-24
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-07-11
Suriname,SUR,Apples (1kg),28.45,3.93,-86.17,$,1.06-2.27,2023-05-07
Suriname,SUR,Apples (1kg),28.45,5.27,-81.48,$,1.04-8.05,2022-03-20
Suriname,SUR,Apples (1kg),28.45,5.21,-81.7,$,1.04-8.05,2022-03-06
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-05-30
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2024-02-11
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-08-28
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5,2022-10-09
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-08-08
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-06-27
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2020-12-27
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-12-24
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2022-02-27
Suriname,SUR,Apples (1kg),28.45,3.62,-87.28,$,1.06-2.27,2023-03-05
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2021-11-14
Suriname,SUR,Apples (1kg),28.45,38.85,36.56,SRD,7.72-60.01,2020-10-11
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5,2022-11-20
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5,2022-10-16
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5,2022-10-23
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-60.01,2020-06-28
Suriname,SUR,Apples (1kg),28.45,4.39,-84.57,$,1.06-2.27,2023-05-28
Suriname,SUR,Apples (1kg),28.45,3.62,-87.28,$,1.06-2.27,2023-04-16
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-09-19
Suriname,SUR,Apples (1kg),28.45,4.3,-84.9,$,1.06-2.27,2023-05-21
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-02-21
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2020-11-22
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-11-05
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-09-12
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-08-14
Suriname,SUR,Apples (1kg),28.45,3.62,-87.28,$,1.06-2.27,2023-04-30
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-50,2020-06-14
Suriname,SUR,Apples (1kg),28.45,4.67,-83.59,$,1.59-2.27,2023-06-25
Suriname,SUR,Apples (1kg),28.45,38.85,36.56,SRD,7.72-60.01,2020-09-27
Suriname,SUR,Apples (1kg),28.45,4.67,-83.59,$,1.59-2.27,2023-08-06
Suriname,SUR,Apples (1kg),28.45,4.72,-83.42,$,1.59-2.72,2023-08-20
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-02-14
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-60.01,2020-09-06
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-07-17
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-01-31
Suriname,SUR,Apples (1kg),28.45,5.27,-81.48,$,1.04-8.05,2022-03-27
Singapore,SGP,Apples (1kg),4.56,4.78,4.82,S$,2.01-7.28,2021-02-07
Singapore,SGP,Apples (1kg),4.56,,,NULL,NULL,2021-05-16
Singapore,SGP,Apples (1kg),4.56,4.74,3.95,S$,2.01-6.5,2021-05-16
Singapore,SGP,Apples (1kg),4.56,5.17,13.47,S$,1.36-4.54,2023-04-09
Singapore,SGP,Apples (1kg),4.56,4.63,1.54,S$,2.01-7.28,2021-03-28
Singapore,SGP,Apples (1kg),4.56,4.6,0.91,S$,2.49-6.5,2021-07-04
Singapore,SGP,Apples (1kg),4.56,4.52,-0.88,S$,2.01-8,2020-07-19
Singapore,SGP,Apples (1kg),4.56,4.87,6.86,S$,2.49-8,2022-05-01
Singapore,SGP,Apples (1kg),4.56,4.59,0.66,S$,2.49-6.5,2021-07-18
Singapore,SGP,Apples (1kg),4.56,4.7,3.07,S$,2.01-8,2020-11-08
Singapore,SGP,Apples (1kg),4.56,4.59,0.66,S$,2.01-8,2020-07-05
Singapore,SGP,Apples (1kg),4.56,4.57,0.28,S$,2.49-8,2020-05-17
Singapore,SGP,Apples (1kg),4.56,4.73,3.63,S$,3-7.01,2022-05-29
Singapore,SGP,Apples (1kg),4.56,4.46,-2.16,S$,3.00-8.64,2020-05-03
Singapore,SGP,Apples (1kg),4.56,4.65,1.97,S$,3-8,2022-03-13
Singapore,SGP,Apples (1kg),4.56,4.64,1.79,S$,3-8.42,2022-07-03
Singapore,SGP,Apples (1kg),4.56,4.74,3.88,S$,2.49-7.01,2021-11-07
Singapore,SGP,Apples (1kg),4.56,4.79,4.95,S$,3-7.01,2022-02-06
Singapore,SGP,Apples (1kg),4.56,5.81,27.32,S$,1.59-5.13,2023-07-30
Singapore,SGP,Apples (1kg),4.56,4.72,3.51,S$,2.01-6.5,2021-05-02
Singapore,SGP,Apples (1kg),4.56,4.84,6.11,S$,3-8,2022-05-15
Singapore,SGP,Apples (1kg),4.56,4.56,0.0,S$,3-7.02,2020-02-09
Singapore,SGP,Apples (1kg),4.56,4.66,2.1,S$,2.01-7.28,2021-03-14
Singapore,SGP,Apples (1kg),4.56,4.55,-0.25,S$,2.49-7.01,2020-09-20
Singapore,SGP,Apples (1kg),4.56,4.98,9.21,S$,3-8.44,2022-11-06
Singapore,SGP,Apples (1kg),4.56,4.97,8.96,S$,1.36-4.54,2023-02-05
Singapore,SGP,Apples (1kg),4.56,4.62,1.28,S$,3-7.01,2022-07-31
Singapore,SGP,Apples (1kg),4.56,4.69,2.88,S$,2.01-8,2020-10-18
Singapore,SGP,Apples (1kg),4.56,4.8,5.17,S$,2.49-7.01,2021-11-28
Singapore,SGP,Apples (1kg),4.56,4.63,1.54,S$,3-8.29,2022-08-07
Singapore,SGP,Apples (1kg),4.56,4.53,-0.75,S$,2.49-7.28,2020-06-07
Singapore,SGP,Apples (1kg),4.56,4.59,0.72,S$,3-8.36,2022-06-26
Singapore,SGP,Apples (1kg),4.56,4.56,0.09,S$,3-8.77,2020-04-26
Singapore,SGP,Apples (1kg),4.56,5.73,25.66,S$,1.56-4.54,2023-12-10
Singapore,SGP,Apples (1kg),4.56,4.78,4.82,S$,2.49-7.01,2022-01-02
Singapore,SGP,Apples (1kg),4.56,5.66,24.12,S$,1.36-4.54,2024-02-18
Singapore,SGP,Apples (1kg),4.56,4.76,4.39,S$,2.49-7.01,2021-11-21
Singapore,SGP,Apples (1kg),4.56,4.96,8.77,S$,3.00-9.46,2023-01-08
Singapore,SGP,Apples (1kg),4.56,6.15,34.87,S$,1.59-5.44,2023-10-22
Singapore,SGP,Apples (1kg),4.56,5.16,13.16,S$,1.36-4.54,2023-03-26
Singapore,SGP,Apples (1kg),4.56,4.76,4.45,S$,2.49-7.01,2021-12-26
Singapore,SGP,Apples (1kg),4.56,4.67,2.41,S$,2.49-7.01,2021-08-22
Singapore,SGP,Apples (1kg),4.56,4.54,-0.34,S$,2.01-7.28,2020-08-30
Singapore,SGP,Apples (1kg),4.56,5.17,13.49,S$,1.36-4.54,2023-04-02
Singapore,SGP,Apples (1kg),4.56,4.72,3.51,S$,2.01-7.28,2021-03-07
Singapore,SGP,Apples (1kg),4.56,6.03,32.21,S$,1.59-5.13,2023-09-03
Singapore,SGP,Apples (1kg),4.56,5.16,13.16,S$,3-8.51,2022-12-11
Singapore,SGP,Apples (1kg),4.56,4.96,8.77,S$,3.00-10.01,2023-01-15
Singapore,SGP,Apples (1kg),4.56,4.72,3.51,S$,2.01-7.5,2021-01-10
Singapore,SGP,Apples (1kg),4.56,4.6,0.78,S$,2.49-7.01,2021-07-25
Singapore,SGP,Apples (1kg),4.56,6.19,35.68,S$,1.59-5.44,2023-10-15
Singapore,SGP,Apples (1kg),4.56,5.01,9.9,S$,1.36-4.54,2023-02-26
Singapore,SGP,Apples (1kg),4.56,4.96,8.68,S$,1.36-4.54,2023-02-19
Singapore,SGP,Apples (1kg),4.56,4.7,3.07,S$,2.01-7.01,2021-06-20
Singapore,SGP,Apples (1kg),4.56,4.63,1.54,S$,3-7.01,2022-07-24
Singapore,SGP,Apples (1kg),4.56,4.55,-0.31,S$,2.49-7.28,2020-09-13
Singapore,SGP,Apples (1kg),4.56,4.76,4.39,S$,2.49-7.01,2021-12-05
Singapore,SGP,Apples (1kg),4.56,4.76,4.39,S$,2.49-7.01,2021-12-12
Singapore,SGP,Apples (1kg),4.56,5.08,11.34,S$,3-8.51,2022-11-27
Singapore,SGP,Apples (1kg),4.56,4.7,3.07,S$,2.01-8,2020-12-20
Singapore,SGP,Apples (1kg),4.56,5.79,27.04,S$,1.59-4.54,2023-11-19
Singapore,SGP,Apples (1kg),4.56,4.83,5.92,S$,2.49-7.01,2022-01-30
Singapore,SGP,Apples (1kg),4.56,4.76,4.39,S$,2.49-7.01,2021-12-19
Singapore,SGP,Apples (1kg),4.56,4.7,3.13,S$,2.01-8,2020-12-06
Singapore,SGP,Apples (1kg),4.56,5.19,13.82,S$,3-9.46,2022-12-18
Singapore,SGP,Apples (1kg),4.56,4.65,1.97,S$,3-8.44,2022-07-10
Singapore,SGP,Apples (1kg),4.56,4.86,6.48,S$,3-8,2022-05-08
Singapore,SGP,Apples (1kg),4.56,4.8,5.29,S$,2.49-7.01,2022-01-09
Singapore,SGP,Apples (1kg),4.56,4.63,1.54,S$,3-8.44,2022-09-04
Singapore,SGP,Apples (1kg),4.56,4.63,1.44,S$,2.01-7.01,2021-04-25
Singapore,SGP,Apples (1kg),4.56,4.63,1.6,S$,2.01-7.28,2021-04-11
Singapore,SGP,Apples (1kg),4.56,4.72,3.51,S$,2.49-7.01,2022-02-20
Singapore,SGP,Apples (1kg),4.56,4.51,-1.0,S$,2.01-7.28,2020-08-23
Singapore,SGP,Apples (1kg),4.56,4.68,2.54,S$,2.01-7.28,2021-02-28
Singapore,SGP,Apples (1kg),4.56,6.17,35.37,S$,1.59-5.44,2023-10-01
Singapore,SGP,Apples (1kg),4.56,4.52,-0.88,S$,2.01-8,2020-07-26
Singapore,SGP,Apples (1kg),4.56,4.97,8.9,S$,1.36-4.29,2023-02-12
Singapore,SGP,Apples (1kg),4.56,4.67,2.41,S$,3-8.62,2020-04-05
Singapore,SGP,Apples (1kg),4.56,4.7,3.07,S$,2.49-7.01,2021-08-15
Singapore,SGP,Apples (1kg),4.56,6.02,32.02,S$,1.59-5.13,2023-09-10
Singapore,SGP,Apples (1kg),4.56,4.63,1.54,S$,2.01-7.28,2021-04-04
Singapore,SGP,Apples (1kg),4.56,5.16,13.16,S$,3-8.51,2022-12-04
Singapore,SGP,Apples (1kg),4.56,6.22,36.37,S$,1.59-5.44,2023-10-08
Singapore,SGP,Apples (1kg),4.56,4.86,6.55,S$,2.49-8,2022-04-17
Singapore,SGP,Apples (1kg),4.56,4.85,6.3,S$,2.49-7.01,2022-01-23
Singapore,SGP,Apples (1kg),4.56,5.6,22.81,S$,1.36-5.13,2023-07-16
Singapore,SGP,Apples (1kg),4.56,6.13,34.43,S$,1.59-5.44,2023-09-17
Singapore,SGP,Apples (1kg),4.56,4.69,2.82,S$,2.01-7.5,2021-01-17
Singapore,SGP,Apples (1kg),4.56,4.7,3.07,S$,2.01-8,2020-12-13
Singapore,SGP,Apples (1kg),4.56,4.58,0.34,S$,2.01-8,2020-07-12
Singapore,SGP,Apples (1kg),4.56,5.65,23.9,S$,1.59-4.54,2023-12-31
Singapore,SGP,Apples (1kg),4.56,4.7,3.07,S$,2.01-8,2020-11-01
Singapore,SGP,Apples (1kg),4.56,4.52,-0.81,S$,2.49-7.28,2020-08-16
Singapore,SGP,Apples (1kg),4.56,6.13,34.43,S$,1.59-5.44,2023-09-24
Singapore,SGP,Apples (1kg),4.56,5.89,29.14,S$,1.59-5.13,2023-08-13
Singapore,SGP,Apples (1kg),4.56,4.86,6.61,S$,2.01-8,2022-04-10
Singapore,SGP,Apples (1kg),4.56,5.16,13.16,S$,1.36-4.54,2023-03-19
Singapore,SGP,Apples (1kg),4.56,4.74,3.88,S$,3-7.01,2022-06-05
Singapore,SGP,Apples (1kg),4.56,4.63,1.54,S$,2.01-8,2020-10-04
Singapore,SGP,Apples (1kg),4.56,5.87,28.63,S$,1.59-5.13,2023-11-12
Singapore,SGP,Apples (1kg),4.56,5.73,25.66,S$,1.56-4.54,2023-12-17
Singapore,SGP,Apples (1kg),4.56,4.66,2.22,S$,2.01-7.01,2021-10-24
Singapore,SGP,Apples (1kg),4.56,4.7,3.04,S$,2.49-7.01,2021-08-29
Singapore,SGP,Apples (1kg),4.56,4.7,3.07,S$,2.01-7.28,2021-01-24
Singapore,SGP,Apples (1kg),4.56,4.72,3.51,S$,2.49-7.01,2021-09-05
Singapore,SGP,Apples (1kg),4.56,,,NULL,NULL,2021-09-05
Singapore,SGP,Apples (1kg),4.56,4.74,3.88,S$,2.01-6.5,2021-05-09
Singapore,SGP,Apples (1kg),4.56,5.66,24.06,S$,1.36-4.54,2024-02-04
Singapore,SGP,Apples (1kg),4.56,4.7,3.16,S$,2.49-7.01,2022-02-13
Singapore,SGP,Apples (1kg),4.56,5.84,28.07,S$,1.59-4.54,2023-11-26
Singapore,SGP,Apples (1kg),4.56,4.74,3.92,S$,2.49-8,2022-05-22
Singapore,SGP,Apples (1kg),4.56,5.25,15.13,S$,1.36-4.54,2023-05-14
Singapore,SGP,Apples (1kg),4.56,5.51,20.83,S$,1.36-4.54,2023-06-18
Singapore,SGP,Apples (1kg),4.56,5.56,21.93,S$,1.56-4.54,2024-01-14
Singapore,SGP,Apples (1kg),4.56,4.83,5.95,S$,2.49-7.01,2022-04-03
Singapore,SGP,Apples (1kg),4.56,5.22,14.47,S$,3.00-9.46,2022-12-25
Singapore,SGP,Apples (1kg),4.56,4.61,1.1,S$,2.01-7.01,2021-04-18
Singapore,SGP,Apples (1kg),4.56,4.93,8.08,S$,3-8.49,2022-10-30
Singapore,SGP,Apples (1kg),4.56,5.0,9.59,S$,3.00-9.46,2023-01-01
Singapore,SGP,Apples (1kg),4.56,4.67,2.44,S$,2.01-6.5,2021-05-23
Singapore,SGP,Apples (1kg),4.56,5.6,22.81,S$,1.36-5.13,2023-07-09
Singapore,SGP,Apples (1kg),4.56,5.57,22.12,S$,1.59-4.54,2024-01-07
Singapore,SGP,Apples (1kg),4.56,4.61,1.01,S$,3-8.42,2022-09-11
Singapore,SGP,Apples (1kg),4.56,4.98,9.21,S$,3-8.27,2022-11-13
Singapore,SGP,Apples (1kg),4.56,4.53,-0.69,S$,2.49-8,2020-05-31
Singapore,SGP,Apples (1kg),4.56,4.52,-0.97,S$,3.00-7.00,2020-05-10
Singapore,SGP,Apples (1kg),4.56,4.51,-1.07,S$,2.49-8,2020-08-09
Singapore,SGP,Apples (1kg),4.56,4.7,3.07,S$,2.01-8,2020-10-25
Singapore,SGP,Apples (1kg),4.56,5.53,21.27,S$,1.36-4.54,2023-06-04
Singapore,SGP,Apples (1kg),4.56,4.71,3.38,S$,2.01-7.01,2021-06-13
Singapore,SGP,Apples (1kg),4.56,4.84,6.17,S$,2.49-8,2022-04-24
Singapore,SGP,Apples (1kg),4.56,5.83,27.76,S$,1.59-4.54,2023-08-27
Singapore,SGP,Apples (1kg),4.56,4.7,3.13,S$,2.01-8,2021-01-03
Singapore,SGP,Apples (1kg),4.56,4.64,1.79,S$,3-8.4,2022-08-21
Singapore,SGP,Apples (1kg),4.56,4.72,3.51,S$,3-7.01,2022-06-12
Singapore,SGP,Apples (1kg),4.56,4.57,0.13,S$,2.01-8,2020-06-21
Singapore,SGP,Apples (1kg),4.56,5.75,26.19,S$,1.59-4.54,2023-12-03
Singapore,SGP,Apples (1kg),4.56,4.71,3.38,S$,2.01-8,2020-11-29
Singapore,SGP,Apples (1kg),4.56,6.1,33.74,S$,1.59-5.44,2023-10-29
Singapore,SGP,Apples (1kg),4.56,4.71,3.2,S$,2.49-7.01,2021-09-26
Singapore,SGP,Apples (1kg),4.56,5.6,22.81,S$,1.36-4.54,2024-02-25
Singapore,SGP,Apples (1kg),4.56,5.16,13.16,S$,1.36-4.54,2023-04-23
Singapore,SGP,Apples (1kg),4.56,4.58,0.44,S$,3-7.01,2022-06-19
Singapore,SGP,Apples (1kg),4.56,4.98,9.21,S$,1.36-4.54,2023-01-29
Singapore,SGP,Apples (1kg),4.56,4.7,3.07,S$,2.49-7.01,2021-08-01
Singapore,SGP,Apples (1kg),4.56,4.67,2.44,S$,2.49-7.01,2021-10-10
Singapore,SGP,Apples (1kg),4.56,5.53,21.27,S$,1.36-4.54,2023-06-11
Singapore,SGP,Apples (1kg),4.56,5.6,22.81,S$,1.36-5.13,2023-07-02
Singapore,SGP,Apples (1kg),4.56,5.17,13.41,S$,1.36-4.54,2023-03-12
Singapore,SGP,Apples (1kg),4.56,4.66,2.22,S$,3-8.8,2020-04-19
Singapore,SGP,Apples (1kg),4.56,4.98,9.14,S$,3.00-10.01,2023-01-22
Singapore,SGP,Apples (1kg),4.56,4.67,2.41,S$,3-8.77,2020-04-12
Singapore,SGP,Apples (1kg),4.56,5.73,25.66,S$,1.36-5.13,2023-07-23
Singapore,SGP,Apples (1kg),4.56,4.71,3.2,S$,2.01-8,2020-11-15
Singapore,SGP,Apples (1kg),4.56,4.85,6.42,S$,2.49-7.01,2022-01-16
Singapore,SGP,Apples (1kg),4.56,4.53,-0.63,S$,2.01-8,2020-08-02
Singapore,SGP,Apples (1kg),4.56,4.76,4.32,S$,2.49-7.01,2021-10-03
Singapore,SGP,Apples (1kg),4.56,5.42,18.95,S$,1.56-4.54,2024-01-28
Singapore,SGP,Apples (1kg),4.56,4.63,1.47,S$,2.49-7.01,2021-10-17
Singapore,SGP,Apples (1kg),4.56,5.51,20.8,S$,1.56-4.54,2024-01-21
Singapore,SGP,Apples (1kg),4.56,4.72,3.51,S$,2.01-7.01,2021-06-06
Singapore,SGP,Apples (1kg),4.56,4.64,1.85,S$,2.01-7.28,2021-03-21
Singapore,SGP,Apples (1kg),4.56,4.7,3.04,S$,2.01-7.01,2021-10-31
Singapore,SGP,Apples (1kg),4.56,4.59,0.56,S$,2.49-8,2020-05-24
Singapore,SGP,Apples (1kg),4.56,4.59,0.66,S$,2.49-6.5,2021-07-11
Singapore,SGP,Apples (1kg),4.56,5.25,15.04,S$,1.36-4.54,2023-05-07
Singapore,SGP,Apples (1kg),4.56,4.68,2.6,S$,3-8,2022-03-20
Singapore,SGP,Apples (1kg),4.56,4.71,3.26,S$,3-8,2022-03-06
Singapore,SGP,Apples (1kg),4.56,4.7,3.07,S$,2.01-7.01,2021-05-30
Singapore,SGP,Apples (1kg),4.56,5.68,24.47,S$,1.36-4.54,2024-02-11
Singapore,SGP,Apples (1kg),4.56,4.64,1.85,S$,3-8.42,2022-08-28
Singapore,SGP,Apples (1kg),4.56,4.61,1.1,S$,2.01-8,2022-10-09
Singapore,SGP,Apples (1kg),4.56,4.7,3.07,S$,2.49-7.01,2021-08-08
Singapore,SGP,Apples (1kg),4.56,4.64,1.75,S$,2.49-6.5,2021-06-27
Singapore,SGP,Apples (1kg),4.56,4.7,3.07,S$,2.01-8,2020-12-27
Singapore,SGP,Apples (1kg),4.56,5.73,25.66,S$,1.56-4.54,2023-12-24
Singapore,SGP,Apples (1kg),4.56,4.72,3.57,S$,3-8,2022-02-27
Singapore,SGP,Apples (1kg),4.56,5.18,13.6,S$,1.36-4.54,2023-03-05
Singapore,SGP,Apples (1kg),4.56,4.76,4.39,S$,2.49-7.01,2021-11-14
Singapore,SGP,Apples (1kg),4.56,4.66,2.1,S$,2.01-8,2020-10-11
Singapore,SGP,Apples (1kg),4.56,4.98,9.21,S$,3-8.29,2022-11-20
Singapore,SGP,Apples (1kg),4.56,4.78,4.76,S$,3-8,2022-10-16
Singapore,SGP,Apples (1kg),4.56,4.88,6.99,S$,3-8.51,2022-10-23
Singapore,SGP,Apples (1kg),4.56,4.62,1.24,S$,2.01-8,2020-06-28
Singapore,SGP,Apples (1kg),4.56,5.29,16.01,S$,1.36-4.54,2023-05-28
Singapore,SGP,Apples (1kg),4.56,5.16,13.16,S$,1.36-4.54,2023-04-16
Singapore,SGP,Apples (1kg),4.56,4.73,3.63,S$,2.49-7.01,2021-09-19
Singapore,SGP,Apples (1kg),4.56,5.25,15.13,S$,1.36-4.54,2023-05-21
Singapore,SGP,Apples (1kg),4.56,4.74,3.95,S$,2.01-7.01,2021-02-21
Singapore,SGP,Apples (1kg),4.56,4.71,3.38,S$,2.01-8,2020-11-22
Singapore,SGP,Apples (1kg),4.56,5.97,30.89,S$,1.59-5.13,2023-11-05
Singapore,SGP,Apples (1kg),4.56,4.72,3.51,S$,2.49-7.01,2021-09-12
Singapore,SGP,Apples (1kg),4.56,4.61,1.03,S$,3-8.33,2022-08-14
